8.217142299956514684e-01 6.118437958929632270e-01 -9.578352730998329623e-01 5.895600048896021406e-01 -5.418736573923627065e-01 9.576347814845244111e-01 9.805633592107417806e-01 -1.844014956346234246e+00 8.576244895475004792e-01 1.278846796207306624e-01 -1.727375297174346347e+00 4.704470658157317020e-01 -2.302364091305906246e-01 1.519748431238287623e+00 -9.533244468849265685e-01 -2.022184941947883230e-01 -1.455656419569724358e+00 -1.145591667536536740e+00 2.018608346625693217e-01 -9.533395385045588810e-01 4.685337505465224650e-01 1.642295712522190421e+00 -1.789159821249688975e-01 5.949893452815006034e-01 -8.773519132645400953e-01
7.908500221770822236e-01 4.729730220128534057e-01 -1.813017980305392296e+00 -1.998115591604630925e+00 -1.465470680464834974e+00 -9.838201179420721365e-01 -1.430767943319711799e+00 -5.182479194393363464e-01 -1.437796945788637482e+00 9.901122966717598173e-01 -6.979789207839838250e-01 7.058690129926601387e-01 1.523109226610859901e+00 -8.940069690645207068e-01 2.663255169725128546e+00 5.343870298636912292e-02 6.061928516451352555e-01 -5.533312685273555909e-01 -3.482100056840324864e-01 -9.099165515618744537e-01 -1.198645160685327393e-01 -1.710231517095589959e+00 -1.764665826263452475e+00 3.077434642485555871e-01 -8.319579145462904224e-01
-3.432642884514419679e-01 2.478240025462797314e-01 -4.507072946201396563e-02 -8.318129168312561605e-02 -3.970042718433013929e-01 1.516043957923040031e+00 1.016555007683321576e-01 -7.612430077702686537e-01 -7.310350298416131709e-01 -8.153168641023731400e-01 -1.942962349957866541e+00 6.220206107689377761e-01 8.803738028135743576e-01 -1.164807766511057885e+00 5.991024929292932955e-01 -2.034516142334960587e-01 -5.351343154768668509e-01 1.064603608622482156e+00 9.546186705164849684e-01 1.644590927999697305e+00 1.968624201922887229e+00 -1.044080739689560611e+00 1.704309041227225707e+00 7.527881063754536806e-01 -2.364527121936482068e+00
-5.511227007552117474e-01 -2.759853002853956960e-01 1.034088859528839777e+00 -2.555990754929886588e-01 -1.569977615530633086e+00 -9.699843850914570131e-01 -3.961097594036717129e-01 -9.955930708576710142e-01 7.521475126605947636e-02 5.432087610375702091e-01 -1.139779891929183941e+00 -1.002882005041690228e+00 -4.250871244038885166e-01 -4.900871017900143012e-01 -1.480393570201364584e-01 4.430709990599464576e-01 1.648726722937470801e-01 4.785455639374543990e-01 9.329394116506497525e-01 3.589368973928828699e-01 5.074609616447587346e-01 6.134007243855704727e-01 -2.485615660008123395e+00 2.707355608249251144e-01 8.044357676042054317e-01
1.205656651422814640e+00 1.457998651664482059e+00 -1.606851400493463089e+00 -1.913912722272983924e+00 -3.358792565006878950e-01 -5.730479526867049422e-02 8.749600944509619005e-01 3.026078011794152700e-01 1.419964131155373233e+00 5.369738000125941907e-02 -2.210004822754084941e+00 1.132065091782814559e-01 -8.337598433821781507e-02 -1.574638160386444996e+00 -4.219113873274654147e-01 -7.566912037548172432e-01 1.465896861477705926e+00 4.100208589738300047e-01 6.344498294269634853e-01 -3.508400633366011712e-01 6.567914464444679634e-01 5.276150204022610479e-01 7.200359269567749854e-01 -5.885600342293402509e-02 -9.503869890771420303e-01
-1.512548897505296086e+00 6.360474752364133622e-01 -3.068679205171482294e-01 -1.838609872130720468e+00 3.085146403015728289e-01 -6.374712741373264047e-01 -1.152831006338583819e+00 1.155789229164026599e+00 5.727517438669132988e-02 9.147165262747682934e-01 1.088273729623039227e-01 -1.515876162668842397e+00 6.436655736191219113e-01 -2.353741395381001578e-01 1.684841477533152165e+00 -1.026663895347217137e+00 5.217023248876697661e-01 2.160345548468059484e-01 -1.079078459189290129e+00 8.962228352135001019e-01 -1.111214651013238131e+00 -5.119725099776196303e-02 3.553467684620984501e-01 1.042105852216260509e+00 -1.076073248970761620e+00
-7.079891399632691762e-01 6.962841387200809917e-01 -1.451938103711427397e+00 -2.073271458990889826e+00 1.735245365441256515e+00 3.022964694824714083e-01 9.195306158207197100e-01 7.131082706916521685e-01 1.152338697636592579e+00 -1.422073863598385834e+00 6.511653501783373210e-01 -9.703125921945403576e-01 -1.002752309049433077e-02 8.361209999774640300e-01 -1.534705169941709579e+00 -2.387962413040010251e-02 8.590988085074446889e-01 -2.290650888083324066e+00 8.531981720732579877e-01 4.809895476019107052e-01 -3.818341333215846123e-01 1.873801402775583311e-02 -9.458633860542400296e-01 1.344999214062625237e+00 1.399670707846239370e+00
-7.215206367320908809e-01 5.041188177804036830e-01 -4.372279505540925815e-01 1.171325539084205003e+00 9.846707781779517887e-01 -6.660051501925533524e-01 1.804462353771638661e+00 1.573656697124765858e+00 4.608044469983167413e-01 6.216135002413272215e-01 -6.684205956368476365e-01 -4.119864803267098141e-01 -1.424857950623101555e-01 -2.156754699106230078e+00 -8.743933521760172134e-01 -1.252157769919650443e+00 -4.288225745103800834e-01 2.670746360790276164e+00 6.834713469887293558e-01 -3.918357599935050062e-01 -6.916924248113152061e-03 3.905136197184663205e-01 1.872842929037430215e+00 5.108703106875548405e-01 1.066472207408758477e-01
-1.194309465802272374e+00 1.362761475447557435e+00 -2.986697502249609504e-01 1.789220095416857781e+00 9.076331534897889852e-02 1.478723787007417467e+00 6.827980670581152989e-01 -9.128684289835936605e-02 -5.864177127713780802e-02 -6.436168334609814190e-01 -1.020396727113217494e+00 1.229005500387246597e-01 3.031853173510987709e-01 9.556215144619649715e-01 7.338387010413864597e-02 5.595355322663377873e-01 2.027753634105854963e-01 -4.169175933959686775e-01 8.204160322356758295e-01 -8.492398777347406336e-01 -7.558664561562777884e-01 6.582818278972610848e-01 1.236978403294397150e-01 -1.605246166812109410e+00 3.109151924448654448e-03
-1.113072964529892683e+00 -1.478761626683551267e+00 -2.071601104306544983e+00 1.960869462960251663e+00 5.805559821824417543e-01 6.228394867818312086e-01 -2.002134060312378561e-02 -8.393424200672076896e-02 4.169007520302592806e-01 -1.539997730070861159e+00 1.345452118559392174e+00 -1.292709913953606626e-01 -1.548456185839795607e+00 -3.456934092545366211e-01 -1.005902733426701001e+00 -4.257627187075523900e-01 -7.368251083175304805e-02 -2.074334673956593100e+00 9.132850401740264523e-01 8.310729114202095036e-02 -1.038661893487912158e+00 1.170501466839004134e+00 5.005854579358087753e-01 -5.226932779546068497e-01 -5.997193052190894491e-01
